1.113694923264639813e+00,4.588713638315146670e-01,9.337785757155646138e+01,8.179250006242232018e+01,3.664202408563522795e+01,3.751647749814119948e+01
1.113694923264639813e+00,3.268100023269652765e-01,6.127000045776367188e+01,7.616500091552734375e+01,3.664202408563522795e+01,3.665999984741210938e+01
1.113694923264639813e+00,4.074850082397460938e-01,9.337785757155646138e+01,7.625000000000000000e+01,3.664202408563522795e+01,3.780000114440917969e+01
1.113694923264639813e+00,4.292539954185485840e-01,9.337785757155646138e+01,7.238999938964843750e+01,3.664202408563522795e+01,3.665000152587890625e+01
1.113694923264639813e+00,5.400224924087524414e-01,9.337785757155646138e+01,7.913500213623046875e+01,3.664202408563522795e+01,3.677000045776367188e+01
1.113694923264639813e+00,1.927876949310302734e+00,9.337785757155646138e+01,1.009899978637695170e+02,3.664202408563522795e+01,3.527000045776367188e+01
1.113694923264639813e+00,5.617924928665161133e-01,7.868000030517578125e+01,7.012999725341796875e+01,3.664202408563522795e+01,3.790999984741210938e+01
1.113694923264639813e+00,8.929060645125529661e+00,9.337785757155646138e+01,1.045235193040635835e+02,3.664202408563522795e+01,3.623851889151114136e+01
3.529573082923888716e+00,1.432308149337768555e+01,9.337785757155646138e+01,7.168999862670898438e+01,3.664202408563522795e+01,3.715999984741210938e+01
1.113694923264639813e+00,1.701218008995056152e+00,9.337785757155646138e+01,8.280000305175781250e+01,3.664202408563522795e+01,3.600000000000000000e+01
3.529573082923888716e+00,1.940042018890380859e+00,9.337785757155646138e+01,8.236999893188476562e+01,3.681000137329101562e+01,3.707999992370605469e+01
3.529573082923888716e+00,8.327000141143798828e-01,9.337785757155646138e+01,9.084999847412109375e+01,3.438999938964844461e+01,3.690999984741210938e+01
3.529573082923888716e+00,9.024904966354370117e-01,6.050000000000000000e+01,8.532500076293945312e+01,3.664202408563522795e+01,3.652999877929688211e+01
3.529573082923888716e+00,1.550652503967285156e+00,9.337785757155646138e+01,8.013500213623046875e+01,3.668000030517578125e+01,3.575000000000000000e+01
1.113694923264639813e+00,8.429440259933471680e-01,9.337785757155646138e+01,7.100000000000000000e+01,3.595000076293945312e+01,3.779000091552734375e+01
1.113694923264639813e+00,8.486374914646148682e-01,9.337785757155646138e+01,6.588999938964843750e+01,3.681000137329101562e+01,3.770999908447265625e+01
3.529573082923888716e+00,1.220069527626037598e+00,6.268000030517578125e+01,6.651999664306639204e+01,3.572999954223632812e+01,3.765000152587890625e+01
3.529573082923888716e+00,8.980079889297485352e-01,9.337785757155646138e+01,6.055999946594238281e+01,3.597000122070312500e+01,3.747000122070313211e+01
3.529573082923888716e+00,1.953885495662688765e+00,9.337785757155646138e+01,5.993499946594238281e+01,3.597000122070312500e+01,3.738999938964843750e+01
3.529573082923888716e+00,1.843160986900329590e+00,9.337785757155646138e+01,5.968000030517578125e+01,3.633000183105468750e+01,3.625000000000000000e+01
3.886500000953673761e-01,1.329656004905700906e+00,9.337785757155646138e+01,5.820000076293945312e+01,3.683000183105468750e+01,3.379000091552734375e+01
3.886500000953673761e-01,1.294440507888793945e+00,1.247000007629394389e+02,5.427000045776367188e+01,3.670999908447265625e+01,3.595000076293945312e+01
3.886500000953673761e-01,1.114521980285644309e+00,9.337785757155646138e+01,6.115000152587889914e+01,3.670999908447265625e+01,3.506999969482421875e+01
3.785417556762695312e+00,9.537124931812286377e-01,6.050000000000000000e+01,9.567499923706056109e+01,3.697000122070313211e+01,3.629000091552734375e+01
1.113694923264639813e+00,4.588713638315146670e-01,9.337785757155646138e+01,8.179250006242232018e+01,3.704999923706054688e+01,3.751647749814119948e+01
1.113694923264639813e+00,3.588240146636962891e-01,9.337785757155646138e+01,8.106499862670898438e+01,3.704999923706054688e+01,3.663000106811522727e+01
1.113694923264639813e+00,4.126070141792297363e-01,9.337785757155646138e+01,7.153499984741210938e+01,3.572999954223632812e+01,3.811000061035156250e+01
