1.050439998507499556e-01,1.024819985032081604e-01,8.013500213623046875e+01,8.514000320434570312e+01,3.440999984741210938e+01,3.446000099182128906e+01
9.197759941841164577e-02,9.863899648189543290e-02,1.241399993896484375e+02,8.325999832153320312e+01,3.440999984741210938e+01,3.593000030517578125e+01
9.197759941841164577e-02,1.281020045280456543e-01,6.518000030517578125e+01,9.303499984741212359e+01,3.231000137329101562e+01,3.589999961853027344e+01
3.612484809288636356e-01,1.492395028471946716e-01,7.427499771118164062e+01,9.358500289916992188e+01,3.568000030517578125e+01,3.504999923706055398e+01
3.612484809288636356e-01,1.377094984054565430e-01,8.866500091552734375e+01,9.248999786376951704e+01,3.449000167846680398e+01,3.637999916076660156e+01
3.612484809288636356e-01,1.562850028276443481e-01,7.848500061035156250e+01,8.028499984741210938e+01,3.663000106811522727e+01,3.673999977111815696e+01
3.612484809288636356e-01,5.306789875030517578e-01,7.675999832153320312e+01,7.894000244140625000e+01,3.440999984741210938e+01,3.749000167846679688e+01
7.942300289869307084e-02,5.895019769668579102e-01,8.866500091552734375e+01,8.876499938964843750e+01,3.922999954223632812e+01,3.803999900817871094e+01
7.942300289869307084e-02,4.047789871692657471e-01,9.439999771118164062e+01,8.560000228881835938e+01,3.452999877929687500e+01,3.679000091552734375e+01
1.140109971165657043e-01,1.930918991565704346e+00,7.727500152587890625e+01,8.740000152587890625e+01,3.452999877929687500e+01,3.733000183105468750e+01
7.814200222492218018e-02,1.479286491870879905e+00,7.554999923706054688e+01,9.052499771118164062e+01,3.452999877929687500e+01,3.809000015258789062e+01
2.926955074071884155e-01,3.227980136871337891e-01,7.270000076293945312e+01,7.584500122070312500e+01,3.452999877929687500e+01,3.940999984741210938e+01
8.710999786853790283e-02,1.703660041093826572e-01,9.439999771118164062e+01,9.202499771118164062e+01,3.568000030517578125e+01,3.920999908447265625e+01
3.612484809288636356e-01,1.037570014595985413e-01,7.403499984741210938e+01,8.895999908447265625e+01,3.550000000000000000e+01,3.843000030517578125e+01
3.046181917190552202e+00,1.985460072755813599e-01,7.995000076293945312e+01,8.084000015258789062e+01,3.386999893188477273e+01,3.793000030517578125e+01
3.046181917190552202e+00,1.357800066471100131e-01,7.609999847412109375e+01,8.070000076293945312e+01,3.386999893188477273e+01,3.847000122070313211e+01
9.095299988985063033e-02,2.677179872989654541e-01,7.347500228881835938e+01,7.200000000000000000e+01,3.231000137329101562e+01,3.761000061035156250e+01
9.095299988985063033e-02,7.150339782238006592e-01,7.343500137329101562e+01,8.565000152587890625e+01,3.386999893188477273e+01,3.727000045776367188e+01
8.710999786853790283e-02,1.546094536781311035e+00,8.866500091552734375e+01,7.740000152587890625e+01,3.452999877929687500e+01,4.177000045776367188e+01
3.046181917190552202e+00,3.435600101947784424e-01,7.554999923706054688e+01,7.306000137329101562e+01,3.386999893188477273e+01,3.781000137329101562e+01
7.942300289869307084e-02,3.573839962482452393e-01,7.848500061035156250e+01,7.451999664306640625e+01,3.386999893188477273e+01,3.840999984741210938e+01
7.942300289869307084e-02,4.588450044393538874e-01,6.361999893188477273e+01,6.969999694824218750e+01,3.386999893188477273e+01,3.872999954223632812e+01
3.046181917190552202e+00,3.146278977394103560e+00,7.848500061035156250e+01,7.607999801635742188e+01,3.386999893188477273e+01,3.903999900817871094e+01
9.095299988985063033e-02,1.101550012826919556e-01,7.848500061035156250e+01,8.390499877929687500e+01,3.683000183105468750e+01,3.777000045776367188e+01
9.095299988985063033e-02,1.056845001876354218e-01,7.588499832153320312e+01,9.336000061035156250e+01,3.582500004238552549e+01,3.461000061035155539e+01
7.686100155115127563e-02,9.415550157427787781e-02,6.962500000000000000e+01,8.616500091552734375e+01,3.879000091552734375e+01,3.593000030517578125e+01
9.095299988985063033e-02,1.216970011591911316e-01,8.866500091552734375e+01,9.756000137329101562e+01,3.582500004238552549e+01,3.618000030517578125e+01
9.197759941841164577e-02,1.562850028276443481e-01,7.588499832153320312e+01,9.620999908447265625e+01,3.620999908447265625e+01,3.609000015258789062e+01
9.197759941841164577e-02,1.409119963645935059e-01,7.588499832153320312e+01,1.041599998474121236e+02,3.620999908447265625e+01,3.627000045776367188e+01
9.351500123739243941e-02,1.588470041751861572e-01,7.995000076293945312e+01,8.124000167846679688e+01,3.620999908447265625e+01,3.706999969482421875e+01
9.197759941841164577e-02,5.325314998626708984e-01,7.201999664306640625e+01,1.220649986267089844e+02,3.879000091552734375e+01,3.764000129699707031e+01
7.686100155115127563e-02,5.843780040740966797e-01,7.588499832153320312e+01,8.890000152587890625e+01,3.440999984741210938e+01,3.822999954223632812e+01
3.260004967451096136e-01,4.143854975700377308e-01,7.848500061035156250e+01,1.020699996948242188e+02,3.386999893188477273e+01,3.656999969482421875e+01
9.197759941841164577e-02,1.710695981979369895e+00,7.848500061035156250e+01,8.737500000000000000e+01,3.933000183105468750e+01,3.765000152587890625e+01
9.197759941841164577e-02,1.417800962924957275e+00,7.995000076293945312e+01,8.834999847412109375e+01,3.550000000000000000e+01,3.811000061035156250e+01
1.088800001889467239e-02,7.829239964485168457e-01,7.002999877929688921e+01,9.037500000000000000e+01,3.452999877929687500e+01,3.963000106811522727e+01
7.942300289869307084e-02,1.524319946765899381e-01,9.422999954223631391e+01,8.850000000000000000e+01,3.497000122070312500e+01,3.927000045776367188e+01
7.942300289869307084e-02,1.037570014595985413e-01,9.422999954223631391e+01,8.757500076293945312e+01,3.565000152587890625e+01,3.843000030517578125e+01
7.942300289869307084e-02,1.998270004987716675e-01,7.002999877929688921e+01,7.858000183105468750e+01,3.565000152587890625e+01,3.799000167846679688e+01
9.223400056362152100e-02,1.357800066471100131e-01,7.405500030517578125e+01,8.033000183105468750e+01,3.405999946594237571e+01,3.852999877929688211e+01
9.223400056362152100e-02,2.677179872989654541e-01,7.002999877929688921e+01,7.297500228881835938e+01,3.830000114440917969e+01,3.750000000000000000e+01
9.197759941841164577e-02,9.116939902305604138e-01,6.962500000000000000e+01,8.529999923706054688e+01,3.830000114440917969e+01,3.727000045776367188e+01
9.197759941841164577e-02,1.558904528617858887e+00,7.002999877929688921e+01,7.661000061035156250e+01,3.830000114440917969e+01,4.175000000000000000e+01
